Common,Species,lon,lat,Country,State/Province,Year
Fox,Vulpes vulpes,-0.17327,52.1791,United Kingdom,England,1964
Fox,Vulpes vulpes,-2.67762,53.35995,United Kingdom,England,1964
Fox,Vulpes vulpes,1.17984,52.68999,United Kingdom,England,1964
Fox,Vulpes vulpes,-2.27825,50.8307,United Kingdom,England,1964
Fox,Vulpes vulpes,-4.55026,50.83013,United Kingdom,England,1964
Fox,Vulpes vulpes,-3.1371,51.11326,United Kingdom,England,1964
Fox,Vulpes vulpes,0.17372,51.3414,United Kingdom,England,1964
Fox,Vulpes vulpes,0.71927,51.58183,United Kingdom,England,1964
Fox,Vulpes vulpes,0.0039,51.39839,United Kingdom,England,1964
Fox,Vulpes vulpes,0.50117,51.2899,United Kingdom,England,1964
Fox,Vulpes vulpes,0.55101,51.15392,United Kingdom,England,1964
Fox,Vulpes vulpes,1.06329,51.3305,United Kingdom,England,1964
Fox,Vulpes vulpes,0.56801,51.45933,United Kingdom,England,1964
Fox,Vulpes vulpes,-3.48215,51.18133,United Kingdom,England,1964
Fox,Vulpes vulpes,-0.36204,51.01289,United Kingdom,England,1964
Fox,Vulpes vulpes,-1.01569,51.44735,United Kingdom,England,1964
Fox,Vulpes vulpes,1.04462,52.8734,United Kingdom,England,1964
Fox,Vulpes vulpes,1.32073,52.59618,United Kingdom,England,1964
Fox,Vulpes vulpes,-0.4205,51.18006,United Kingdom,England,1964
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1964
Fox,Vulpes vulpes,1.04462,52.8734,United Kingdom,England,1964
Fox,Vulpes vulpes,-0.2161,51.10069,United Kingdom,England,1964
Fox,Vulpes vulpes,-1.52378,55.08202,United Kingdom,England,1964
Fox,Vulpes vulpes,0.18422,51.26027,United Kingdom,England,1964
Fox,Vulpes vulpes,-3.07688,52.80416,United Kingdom,England,1964
Fox,Vulpes vulpes,0.70913,51.41118,United Kingdom,England,1964
Fox,Vulpes vulpes,-1.62815,53.09163,United Kingdom,England,1964
Fox,Vulpes vulpes,-4.68066,56.47812,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.19921,56.57745,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.36184,56.57447,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.35626,56.48471,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.35071,56.39494,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.18884,56.39791,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.68701,56.56786,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.26792,57.63263,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.24394,57.36359,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.36746,56.66423,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-2.27886,55.5409,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.31569,55.82985,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.08549,57.45746,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.25189,57.45327,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.53045,56.66102,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.91905,57.46143,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.51255,56.39177,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.19401,56.48768,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.20444,56.66723,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-3.24255,55.94826,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.07795,57.36776,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.51848,56.48152,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.52445,56.57127,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-4.37311,55.84179,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-5.13735,51.74227,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.27758,51.54343,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.27758,51.54343,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-5.14547,51.85898,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-4.01694,52.2794,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-4.11861,52.25963,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.43334,51.91029,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-4.6386,52.13224,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.43334,51.91029,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-4.72561,52.12127,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.80047,52.36382,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-2.7948,51.56118,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-5.11906,51.79222,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-2.94752,53.02866,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-3.25715,52.80553,United Kingdom,Wales,1964
Fox,Vulpes vulpes,-2.94829,53.03,United Kingdom,Wales,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-2.9,54,United Kingdom,England,1964
Peregrine,Falco peregrinus,-3.5,51.9,United Kingdom,Wales,1964
Peregrine,Falco peregrinus,-6.2,58.3,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.7,58.3,United Kingdom,Scotland,1964
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1964
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.966,50.65118,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.87925,51.09469,United Kingdom,England,1965
Fox,Vulpes vulpes,0.31201,53.06975,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.34091,51.63082,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.4377,53.38302,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,0.08803,51.6667,United Kingdom,England,1965
Fox,Vulpes vulpes,0.19236,51.43099,United Kingdom,England,1965
Fox,Vulpes vulpes,0.07329,51.34322,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.5929,52.87128,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.42948,52.87061,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.0236,51.09309,United Kingdom,England,1965
Fox,Vulpes vulpes,1.15622,51.22009,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.75249,51.14162,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.11209,51.18964,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.63379,51.46601,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.97159,52.83878,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.77654,53.27178,United Kingdom,England,1965
Fox,Vulpes vulpes,1.36289,51.30428,United Kingdom,England,1965
Fox,Vulpes vulpes,0.70326,51.55522,United Kingdom,England,1965
Fox,Vulpes vulpes,0.7631,51.11312,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.96599,50.66017,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,0.63164,51.31402,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.95081,51.64928,United Kingdom,England,1965
Fox,Vulpes vulpes,0.70966,51.42016,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.07627,53.18207,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.15006,50.70504,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.80378,52.4737,United Kingdom,England,1965
Fox,Vulpes vulpes,0.06272,50.78582,United Kingdom,England,1965
Fox,Vulpes vulpes,0.37785,51.53978,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.63197,52.64217,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.11815,51.00966,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.96603,50.60621,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.62892,53.00174,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.00652,51.06559,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.82803,50.90609,United Kingdom,England,1965
Fox,Vulpes vulpes,0.06122,51.07364,United Kingdom,England,1965
Fox,Vulpes vulpes,0.52983,51.28928,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.90913,50.80402,United Kingdom,England,1965
Fox,Vulpes vulpes,0.05935,51.35246,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.966,50.65118,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.52388,55.07303,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.17445,50.8887,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.50108,53.10465,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.3732,52.91184,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.22162,52.61591,United Kingdom,England,1965
Fox,Vulpes vulpes,0.02945,51.32601,United Kingdom,England,1965
Fox,Vulpes vulpes,1.15499,51.20214,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.06586,51.27816,United Kingdom,England,1965
Fox,Vulpes vulpes,0.32262,51.44646,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.87707,51.04076,United Kingdom,England,1965
Fox,Vulpes vulpes,0.57813,52.52477,United Kingdom,England,1965
Fox,Vulpes vulpes,0.64693,52.55337,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.07564,52.82251,United Kingdom,England,1965
Fox,Vulpes vulpes,0.36066,51.34678,United Kingdom,England,1965
Fox,Vulpes vulpes,0.55363,51.45964,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.06051,53.44357,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.53637,51.0907,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.35516,52.59986,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.35516,52.59986,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.63347,52.46238,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.69732,51.19639,United Kingdom,England,1965
Fox,Vulpes vulpes,1.61542,52.58755,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.20746,51.08895,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.06302,50.83295,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.28978,50.84548,United Kingdom,England,1965
Fox,Vulpes vulpes,0.57958,51.15329,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.40298,51.25222,United Kingdom,England,1965
Fox,Vulpes vulpes,0.63225,51.57482,United Kingdom,England,1965
Fox,Vulpes vulpes,0.5994,52.88398,United Kingdom,England,1965
Fox,Vulpes vulpes,1.17333,52.60023,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.63272,52.55227,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.42948,52.87061,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.0758,52.9124,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.539,50.88434,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.69732,51.19639,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.92724,52.82251,United Kingdom,England,1965
Fox,Vulpes vulpes,0.27503,51.35746,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.21102,50.86404,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.59662,50.83933,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.62248,50.72509,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.79513,54.30408,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.4388,52.78127,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.62892,53.00174,United Kingdom,England,1965
Fox,Vulpes vulpes,0.74784,52.88064,United Kingdom,England,1965
Fox,Vulpes vulpes,1.58906,52.26454,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.63197,52.64217,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.47852,52.44867,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.65382,50.78556,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.04836,50.55672,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.54052,50.76718,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.51306,51.52229,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.09781,52.78204,United Kingdom,England,1965
Fox,Vulpes vulpes,0.31831,50.79002,United Kingdom,England,1965
Fox,Vulpes vulpes,0.46059,51.33573,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.1697,51.19758,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.64928,51.47216,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.031,51.25509,United Kingdom,England,1965
Fox,Vulpes vulpes,1.2053,51.10182,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.36749,51.34301,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.58524,51.53095,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.67762,53.35995,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.17903,53.54332,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.6415,54.30245,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.5275,53.41937,United Kingdom,England,1965
Fox,Vulpes vulpes,0.07573,51.39714,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.48213,51.04599,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.63122,52.73207,United Kingdom,England,1965
Fox,Vulpes vulpes,0.22329,51.47537,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.785,53.07853,United Kingdom,England,1965
Fox,Vulpes vulpes,0.00273,51.37143,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.5575,53.42847,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.62886,51.55769,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.69054,50.86496,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.53753,50.85739,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.06586,51.27816,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.14977,50.61511,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.2245,52.91221,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.54148,50.66827,United Kingdom,England,1965
Fox,Vulpes vulpes,1.37458,51.26797,United Kingdom,England,1965
Fox,Vulpes vulpes,0.65927,51.29541,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.62774,51.47678,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.45757,50.95804,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.47445,53.4506,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.50108,53.10465,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.42948,52.87061,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.64806,51.54986,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.89905,51.22926,United Kingdom,England,1965
Fox,Vulpes vulpes,0.39434,51.16622,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.61249,50.54543,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.68902,54.25804,United Kingdom,England,1965
Fox,Vulpes vulpes,0.67696,51.10613,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.32388,53.44985,United Kingdom,England,1965
Fox,Vulpes vulpes,1.18639,52.77974,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.63875,51.23394,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.32165,50.3717,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.56355,52.83522,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.59878,51.43412,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.53998,50.90231,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.90654,52.09827,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.2264,50.83105,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.20428,54.60405,United Kingdom,England,1965
Fox,Vulpes vulpes,-4.24677,51.01625,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.78021,52.55264,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.62175,52.97026,United Kingdom,England,1965
Fox,Vulpes vulpes,1.47521,52.68169,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.22497,53.00211,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.96599,50.66916,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.96599,50.66017,United Kingdom,England,1965
Fox,Vulpes vulpes,0.96341,51.1172,United Kingdom,England,1965
Fox,Vulpes vulpes,1.08173,51.17711,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.0171,51.95763,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.07095,51.3277,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.15008,50.71403,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.07627,53.18207,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.64189,51.45872,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.34091,51.63082,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.33231,52.91055,United Kingdom,England,1965
Fox,Vulpes vulpes,0.04362,53.70398,United Kingdom,England,1965
Fox,Vulpes vulpes,0.27192,51.29457,United Kingdom,England,1965
Fox,Vulpes vulpes,-1.42948,52.87061,United Kingdom,England,1965
Fox,Vulpes vulpes,-2.97975,54.40498,United Kingdom,England,1965
Fox,Vulpes vulpes,-0.7123,50.97681,United Kingdom,England,1965
Fox,Vulpes vulpes,-3.24255,55.94826,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.31569,55.82985,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.54198,56.95287,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-1.96012,57.33802,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.68364,57.2459,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.36835,55.50034,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.92184,55.7598,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-5.99419,57.30153,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.87578,55.79646,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.08863,57.58035,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.08863,57.58035,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.24255,55.94826,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.86027,55.80568,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.24255,55.94826,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.2542,55.81336,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-2.08465,57.31554,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.80952,55.74353,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-5.29036,56.29714,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-2.58192,55.67461,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.31569,55.82985,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.27486,55.95692,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.27486,55.95692,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.24255,55.94826,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.72023,55.16067,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.63723,55.84989,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.06977,57.53605,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-3.74692,57.18214,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-4.03921,53.07923,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-5.06382,51.72622,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.99918,51.88406,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.11236,52.8806,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.82588,52.08919,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.82375,52.05601,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.00053,52.93738,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.24452,53.08975,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.0027,52.936,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.68944,51.76237,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-4.04125,53.07515,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.18749,53.07954,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.14633,52.0573,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.27853,53.35502,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-5.19583,51.74969,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-5.04514,51.66375,United Kingdom,Wales,1965
Fox,Vulpes vulpes,-3.48718,52.65588,United Kingdom,Wales,1965
Peregrine,Falco peregrinus,-3.2,51.4,United Kingdom,Wales,1965
Peregrine,Falco peregrinus,-6.2,58.5,United Kingdom,Scotland,1965
Peregrine,Falco peregrinus,-0.3,52.3,United Kingdom,England,1965
Peregrine,Falco peregrinus,-6.2,58.3,United Kingdom,Scotland,1965
Peregrine,Falco peregrinus,-2.8,53.3,United Kingdom,England,1965
Peregrine,Falco peregrinus,-2.6,54.1,United Kingdom,England,1965
Peregrine,Falco peregrinus,-6.3,58.2,United Kingdom,Scotland,1965
Fox,Vulpes vulpes,-1.45192,53.44601,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.36749,51.34301,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.45267,52.20546,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.19502,51.63992,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.52809,53.36544,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.84131,52.89596,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.52536,52.25072,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.49229,52.04424,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.4973,53.42823,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1966
Fox,Vulpes vulpes,0.57358,51.55814,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.91161,51.30632,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.30947,53.35698,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.76509,51.22646,United Kingdom,England,1966
Fox,Vulpes vulpes,0.14251,51.28802,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.78509,53.06055,United Kingdom,England,1966
Fox,Vulpes vulpes,0.36301,51.1129,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.70312,52.31648,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.64455,51.99941,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.11977,53.43697,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.07267,51.02435,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.57861,52.14237,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.45667,51.64841,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.67217,52.20627,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.70417,52.28053,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.39463,52.16921,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.55592,53.89248,United Kingdom,England,1966
Fox,Vulpes vulpes,0.36901,51.50849,United Kingdom,England,1966
Fox,Vulpes vulpes,1.62283,52.67726,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.14901,52.77903,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.13095,51.61644,United Kingdom,England,1966
Fox,Vulpes vulpes,1.13643,51.13967,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.11652,51.61621,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.80613,51.05087,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.57051,52.12503,United Kingdom,England,1966
Fox,Vulpes vulpes,0.08396,52.20631,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.6189,53.29385,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.15075,50.92086,United Kingdom,England,1966
Fox,Vulpes vulpes,-4.4715,50.54851,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.95184,50.66916,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.95183,50.67815,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.96599,50.66017,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.96599,50.66017,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.61874,53.31183,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.95185,50.66016,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.24484,50.86936,United Kingdom,England,1966
Fox,Vulpes vulpes,0.47416,51.58725,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.34655,52.45665,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.10774,50.77703,United Kingdom,England,1966
Fox,Vulpes vulpes,0.87256,52.51798,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.53015,50.90194,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.75948,50.38157,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.24971,50.80379,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.53415,52.80814,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.64363,52.34279,United Kingdom,England,1966
Fox,Vulpes vulpes,-3.21553,51.10797,United Kingdom,England,1966
Fox,Vulpes vulpes,-1.39512,52.13325,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.31061,51.4241,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.29876,51.81075,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.37712,53.36128,United Kingdom,England,1966
Fox,Vulpes vulpes,0.27226,51.59134,United Kingdom,England,1966
Fox,Vulpes vulpes,-2.38494,51.7116,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.30921,52.45086,United Kingdom,England,1966
Fox,Vulpes vulpes,0.11965,51.41434,United Kingdom,England,1966
Fox,Vulpes vulpes,0.83615,51.3722,United Kingdom,England,1966
Fox,Vulpes vulpes,-0.4366,51.54897,United Kingdom,England,1966
